ean,nom,prix,magasin,image,categorie,nutriscore
0000672016408,Muffin double chocolat,3.9,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/067/201/6408/3.400.jpg,Snacks,d
0000682009841,Pain de campagne bio nature,3.29,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/068/200/9841/2.400.jpg,Plant based foods and beverages,c
0000682009841,Pain de campagne bio nature,3.2,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/068/200/9841/2.400.jpg,Plant based foods and beverages,c
0000682009841,Pain de campagne bio nature,3.51,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/068/200/9841/2.400.jpg,Plant based foods and beverages,c
0000730012144,Pain epeautre,0.44,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/073/001/2144/2.400.jpg,Pain a l epeautre,c
0000730012144,Pain epeautre,0.53,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/073/001/2144/2.400.jpg,Pain a l epeautre,c
0000730012144,Pain epeautre,0.55,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/073/001/2144/2.400.jpg,Pain a l epeautre,c
0000770324146,Spoonlight,2.62,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/077/032/4146/2.400.jpg,Épicerie,unknown
0000770324146,Spoonlight,2.32,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/077/032/4146/2.400.jpg,Épicerie,unknown
0000770324146,Spoonlight,2.86,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/077/032/4146/2.400.jpg,Épicerie,unknown
0000780016406,Beignet moelleux a la pomme,2.87,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/078/001/6406/1.400.jpg,Snacks,d
0000780016406,Beignet moelleux a la pomme,2.64,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/078/001/6406/1.400.jpg,Snacks,d
0000780016406,Beignet moelleux a la pomme,2.34,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/078/001/6406/1.400.jpg,Snacks,d
0000790310075,Bonbons Candy Crush En Forme De Poissons - Jelly Fish Gummies,2.94,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/079/031/0075/1.400.jpg,Snacks,d
0000790310075,Bonbons Candy Crush En Forme De Poissons - Jelly Fish Gummies,2.92,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/079/031/0075/1.400.jpg,Snacks,d
0000790310075,Bonbons Candy Crush En Forme De Poissons - Jelly Fish Gummies,3.32,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/079/031/0075/1.400.jpg,Snacks,d
0000800000002,Épices à pain d'épices,2.67,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/000/0002/3.400.jpg,Plant based foods and beverages,not-applicable
0000800000002,Épices à pain d'épices,3.33,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/000/0002/3.400.jpg,Plant based foods and beverages,not-applicable
0000800000002,Épices à pain d'épices,3.22,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/000/0002/3.400.jpg,Plant based foods and beverages,not-applicable
0000806029526,Genius,3.39,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/602/9526/1.400.jpg,Épicerie,unknown
0000806029526,Genius,2.52,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/602/9526/1.400.jpg,Épicerie,unknown
0000806029526,Genius,2.58,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/080/602/9526/1.400.jpg,Épicerie,unknown
0000822006563,Baguette CONSTANCE CEREALES,3.47,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/082/200/6563/2.400.jpg,Épicerie,unknown
0000822006563,Baguette CONSTANCE CEREALES,2.61,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/082/200/6563/2.400.jpg,Épicerie,unknown
0000822006563,Baguette CONSTANCE CEREALES,2.8,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/082/200/6563/2.400.jpg,Épicerie,unknown
0000886100252,Pepsi,3.29,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/088/610/0252/1.400.jpg,Beverages,unknown
0000886100252,Pepsi,2.74,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/088/610/0252/1.400.jpg,Beverages,unknown
0000886100252,Pepsi,2.61,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/088/610/0252/1.400.jpg,Beverages,unknown
0000901881036,Confiture de bleuet sauvages à l'orange,3.43,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1036/3.400.jpg,Épicerie,unknown
0000901881036,Confiture de bleuet sauvages à l'orange,3.19,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1036/3.400.jpg,Épicerie,unknown
0000901881036,Confiture de bleuet sauvages à l'orange,3.45,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1036/3.400.jpg,Épicerie,unknown
0000901881326,Sirop de bleuet,2.89,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1326/5.400.jpg,Épicerie,unknown
0000901881326,Sirop de bleuet,3.37,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1326/5.400.jpg,Épicerie,unknown
0000901881326,Sirop de bleuet,2.34,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/090/188/1326/5.400.jpg,Épicerie,unknown
0001000004005,Crème de marrons,2.78,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/4005/1.400.jpg,Plant based foods and beverages,unknown
0001000004005,Crème de marrons,2.82,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/4005/1.400.jpg,Plant based foods and beverages,unknown
0001000004005,Crème de marrons,3.47,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/4005/1.400.jpg,Plant based foods and beverages,unknown
0001000008218,Pates Langue d'oiseau,0.56,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8218/1.400.jpg,Épicerie,unknown
0001000008218,Pates Langue d'oiseau,0.5,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8218/1.400.jpg,Épicerie,unknown
0001000008218,Pates Langue d'oiseau,0.59,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8218/1.400.jpg,Épicerie,unknown
0001000008706,Huile d'olive Monini,2.73,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8706/1.400.jpg,Épicerie,unknown
0001000008706,Huile d'olive Monini,2.98,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8706/1.400.jpg,Épicerie,unknown
0001000008706,Huile d'olive Monini,3.21,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/100/000/8706/1.400.jpg,Épicerie,unknown
0001100000136,helle Soße,3.37,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/110/000/0136/1.400.jpg,Épicerie,unknown
0001100000136,helle Soße,3.34,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/110/000/0136/1.400.jpg,Épicerie,unknown
0001100000136,helle Soße,2.39,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/110/000/0136/1.400.jpg,Épicerie,unknown
0001200001217,comte,2.8,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/120/000/1217/1.400.jpg,Dairies,unknown
0001200001217,comte,2.99,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/120/000/1217/1.400.jpg,Dairies,unknown
0001200001217,comte,3.46,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/120/000/1217/1.400.jpg,Dairies,unknown
0001390000007,Espirulina En Comprimidos Ecologica Salud Viva,2.6,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/139/000/0007/5.400.jpg,Épicerie,unknown
0001390000007,Espirulina En Comprimidos Ecologica Salud Viva,3.33,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/139/000/0007/5.400.jpg,Épicerie,unknown
0001390000007,Espirulina En Comprimidos Ecologica Salud Viva,2.47,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/139/000/0007/5.400.jpg,Épicerie,unknown
0002000000448,Jabra Jabra JX-10 Xtra Earhook Bulk,2.53,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0448/1.400.jpg,Épicerie,unknown
0002000000448,Jabra Jabra JX-10 Xtra Earhook Bulk,2.78,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0448/1.400.jpg,Épicerie,unknown
0002000000448,Jabra Jabra JX-10 Xtra Earhook Bulk,3.03,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0448/1.400.jpg,Épicerie,unknown
0002000000493,Anneaux d'encornet,0.41,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0493/2.400.jpg,Anneaux d encornet,c
0002000000493,Anneaux d'encornet,0.4,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0493/2.400.jpg,Anneaux d encornet,c
0002000000493,Anneaux d'encornet,0.55,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0493/2.400.jpg,Anneaux d encornet,c
0002000000585,Cocottes cereales,3,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0585/3.400.jpg,Snacks,e
0002000000585,Cocottes cereales,2.65,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0585/3.400.jpg,Snacks,e
0002000000585,Cocottes cereales,3.33,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0585/3.400.jpg,Snacks,e
0002000000592,Ravioli,3.33,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0592/2.400.jpg,Épicerie,unknown
0002000000592,Ravioli,3.08,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0592/2.400.jpg,Épicerie,unknown
0002000000592,Ravioli,2.45,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0592/2.400.jpg,Épicerie,unknown
0002000000608,Le bio,4.3,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0608/2.400.jpg,Épicerie,unknown
0002000000608,Le bio,3.42,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0608/2.400.jpg,Épicerie,unknown
0002000000608,Le bio,3.57,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0608/2.400.jpg,Épicerie,unknown
0002000000653,Fusion nougat noir puur,2.97,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0653/2.400.jpg,Épicerie,unknown
0002000000653,Fusion nougat noir puur,2.87,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0653/2.400.jpg,Épicerie,unknown
0002000000653,Fusion nougat noir puur,3.03,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0653/2.400.jpg,Épicerie,unknown
0002000000707,Camenbert de Normandie,3.03,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0707/1.400.jpg,Dairies,d
0002000000707,Camenbert de Normandie,3.44,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0707/1.400.jpg,Dairies,d
0002000000707,Camenbert de Normandie,2.55,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0707/1.400.jpg,Dairies,d
0002000000714,Yaourt nature brebis,3.02,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0714/1.400.jpg,Dairies,a
0002000000714,Yaourt nature brebis,3.03,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0714/1.400.jpg,Dairies,a
0002000000714,Yaourt nature brebis,3.08,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0714/1.400.jpg,Dairies,a
0002000000776,Fondant de saumon,2.52,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0776/5.400.jpg,Épicerie,unknown
0002000000776,Fondant de saumon,2.93,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0776/5.400.jpg,Épicerie,unknown
0002000000776,Fondant de saumon,2.93,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0776/5.400.jpg,Épicerie,unknown
0002000000967,Dinosaurus minis,2.36,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0967/2.400.jpg,Épicerie,unknown
0002000000967,Dinosaurus minis,2.39,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0967/2.400.jpg,Épicerie,unknown
0002000000967,Dinosaurus minis,2.38,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/0967/2.400.jpg,Épicerie,unknown
0002000001186,Coeur de laitue,3.25,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1186/1.400.jpg,Laitue fraiche,a
0002000001186,Coeur de laitue,2.96,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1186/1.400.jpg,Laitue fraiche,a
0002000001186,Coeur de laitue,2.51,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1186/1.400.jpg,Laitue fraiche,a
0002000001421,Tartinable végétale,2.9,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1421/2.400.jpg,Plant based foods and beverages,c
0002000001421,Tartinable végétale,3.25,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1421/2.400.jpg,Plant based foods and beverages,c
0002000001421,Tartinable végétale,3.31,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1421/2.400.jpg,Plant based foods and beverages,c
0002000001711,Bio kuss,3.64,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1711/2.400.jpg,Épicerie,unknown
0002000001711,Bio kuss,4.52,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1711/2.400.jpg,Épicerie,unknown
0002000001711,Bio kuss,3.82,Auchan,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1711/2.400.jpg,Épicerie,unknown
0002000001780,Pizza Margherita,2.66,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1780/3.400.jpg,Meals,c
0002000001780,Pizza Margherita,2.69,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1780/3.400.jpg,Meals,c
0002000001780,Pizza Margherita,2.34,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1780/3.400.jpg,Meals,c
0002000001896,Carotte dulce,3.14,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1896/3.400.jpg,Plant based foods and beverages,c
0002000001896,Carotte dulce,2.75,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1896/3.400.jpg,Plant based foods and beverages,c
0002000001896,Carotte dulce,3.35,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/1896/3.400.jpg,Plant based foods and beverages,c
0002000002046,Pain de mie moelleux complet,2.56,Super U,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2046/2.400.jpg,Plant based foods and beverages,c
0002000002046,Pain de mie moelleux complet,2.68,Leclerc,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2046/2.400.jpg,Plant based foods and beverages,c
0002000002046,Pain de mie moelleux complet,3.38,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2046/2.400.jpg,Plant based foods and beverages,c
0002000002299,Crumpets,2.62,Intermarché,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2299/2.400.jpg,Crepes and galettes,c
0002000002299,Crumpets,3.3,Monoprix,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2299/2.400.jpg,Crepes and galettes,c
0002000002299,Crumpets,2.51,Carrefour,https://openfoodfacts-images.s3.eu-west-3.amazonaws.com/data/000/200/000/2299/2.400.jpg,Crepes and galettes,c
